typeid,type,valid,val,enum
32,Server Path,1250,\\atlas\swcenterimages\ItemImages\1980-1989\1982\, 
32,Server Path,1263,\\atlas\swcenterimages\ItemImages\2014\2014.064_Webber\, 
32,Server Path,1270,\\atlas\swcenterimages\ItemImages\2019\2019.062_processed\Mgmt_JPGs\, 
32,Server Path,1274,\\atlas\swcenterimages\ItemImages\2020\2020.007\Mgmt_JPGs\, 
32,Server Path,1291,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.121\, 
32,Server Path,1271,\\atlas\swcenterimages\ItemImages\2018\2018.007\Mgmt_JPGs\, 
32,Server Path,1276,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2019\2019.041\, 
32,Server Path,1304,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2016\2016.012\, 
32,Server Path,1308,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2014\2014.066_Towner\, 
32,Server Path,1310,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2014\2014.085_Webber\, 
32,Server Path,1311,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2014\2014.093_KDUR\, 
32,Server Path,1312,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2014\2014.101_MusicDepartment\, 
32,Server Path,1313,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1958-1969\1963_baskets\, 
32,Server Path,1275,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2019\L2019.0004_processed\Mgmt_JPGs\, 
32,Server Path,1277,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1970-1979\1971.02021\, 
32,Server Path,1305,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2016\2016.044\, 
32,Server Path,1307,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2020\2020.011\Mgmt_JPGs\, 
32,Server Path,1314,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1958-1969\1964_baskets\, 
32,Server Path,1315,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1958-1969\1965.19006\, 
32,Server Path,1316,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1958-1969\1965_baskets\, 
32,Server Path,1317,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1958-1969\1967_baskets\, 
32,Server Path,1278,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1970-1979\1973.06005\, 
32,Server Path,1306,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2017\2017.056\, 
32,Server Path,1279,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1980-1989\1988.12002\, 
32,Server Path,1280,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1980-1989\1989.012\, 
32,Server Path,1281,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1980-1989\1989.12003\, 
32,Server Path,1282,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1980-1989\1989.12007\, 
32,Server Path,1283,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1990-1999\1992.09005-09006\, 
32,Server Path,1284,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.046\, 
32,Server Path,1285,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.052\, 
32,Server Path,1296,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2009\2009.007\, 
32,Server Path,732,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.008_Spenser\, 
32,Server Path,1319,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1970-1979\1970.01\, 
32,Server Path,1321,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1970-1979\1970_baskets\, 
32,Server Path,1322,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2000-\2000.10010\, 
32,Server Path,1323,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1970-1979\1971_baskets\, 
32,Server Path,1324,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1970-1979\1976.01022\, 
32,Server Path,1326,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1980-1989\1988.06004\, 
32,Server Path,1327,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1980-1989\1988.09001\, 
32,Server Path,1320,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1970-1979\1970.02_Lewis\, 
32,Server Path,1325,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1980-1989\1988.11004_Accession\, 
32,Server Path,1328,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1990-1999\1991.12007\, 
32,Server Path,1329,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1990-1999\1992.07008\, 
32,Server Path,1330,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1990-1999\1992.07011\, 
32,Server Path,1331,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1990-1999\1992_baskets\, 
32,Server Path,1332,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1990-1999\1993.03014\, 
32,Server Path,1333,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1990-1999\1993.06015\, 
32,Server Path,1334,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1990-1999\1995.09001\, 
32,Server Path,1335,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1990-1999\1999.07008\, 
32,Server Path,1336,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2002\2002.03\, 
32,Server Path,1337,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2004\2004.12004\, 
32,Server Path,1338,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2006\2006.094_Purchase\, 
32,Server Path,1339,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2005\2005.03019\, 
32,Server Path,1340,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2006\2006.064\, 
32,Server Path,1341,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.040\CollMgmt_JPGs\, 
32,Server Path,1342,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.099\, 
32,Server Path,1343,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.125\, 
32,Server Path,1344,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2009\2009.012\, 
32,Server Path,1345,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2010-\2010.065_Coolbaugh\, 
32,Server Path,1346,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2010-\2010.088\, 
32,Server Path,1347,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2012\2012.048_Hensler\CollMgmt_JPGs\, 
32,Server Path,1349,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2020\2020.015_Unprocessed\CollMgmt_JPG\, 
32,Server Path,1350,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.018_WebberPurchase\, 
32,Server Path,1351,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.020_Mead\, 
32,Server Path,1352,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.021_Transfer\, 
32,Server Path,1353,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.022_Purchase\, 
32,Server Path,1354,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.031_McDaniel\, 
32,Server Path,1355,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.032_Wiseman\, 
32,Server Path,1357,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.037_Hensler\, 
32,Server Path,1358,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.039_Webber\, 
32,Server Path,1363,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.049_Purchase\, 
32,Server Path,1356,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.035_Schaaf\, 
32,Server Path,1359,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.040_Scheberle\, 
32,Server Path,1364,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.050_Purchase\, 
32,Server Path,1365,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.051_Purchase\, 
32,Server Path,1366,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.052_Purchase\, 
32,Server Path,1367,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.053_Purchase\, 
32,Server Path,1368,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.054_Purchase\, 
32,Server Path,1369,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.055_Purchase\, 
32,Server Path,1360,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.041_PhysicalPlant\, 
32,Server Path,1370,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.056_Purchase\, 
32,Server Path,1372,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.011\CollMgmt_JPGs\, 
32,Server Path,1373,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2016\2016.002\, 
32,Server Path,1374,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2016\2016.006\, 
32,Server Path,1375,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2016\2016.016\, 
32,Server Path,1376,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2016\2016.017\, 
32,Server Path,1361,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.047_McDaniel\, 
32,Server Path,1362,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.048_Levingston\, 
32,Server Path,1377,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2020\2020.020\CollMgmt_JPGs\, 
32,Server Path,1378,\\nebula.srv.fortlewis.edu\SWCenterImages\ItemImages\2021\2021.020\Mgmt_JPGs, 
32,Server Path,1,\\atlas\swcenterimages\ItemImages\1958-1969\1960_1969_Homer Root\, 
32,Server Path,1121,\\atlas\swcenterimages\ItemImages\2016\2016.009.Hanley\, 
32,Server Path,1127,\\atlas\swcenterimages\CollectionTiffs\M124\HR Catalog Card Scans\, 
32,Server Path,1134,\\atlas\swcenterimages\ItemImages\2001\2001_12010_McClain_Bergfield\, 
32,Server Path,1135,\\atlas\swcenterimages\ItemImages\2008-\2008.055_Fearing\, 
32,Server Path,1136,\\atlas\swcenterimages\ItemImages\1958-1969\1960_1969_Homer Root\, 
32,Server Path,1137,Y:\Curator\Patrick\McLain\McCain_kathrine\McLain_Katherine\, 
32,Server Path,1138,Y:\ItemImages\1970-1979\1978_01048_Kenneth Baxtrom\, 
32,Server Path,1139,Y:\ItemImages\1980-1989\1983.02.003_Helen Thatcher White\, 
32,Server Path,1140,Y:\ItemImages\2014\2014.020_TempleCornelius\, 
32,Server Path,1145,\\atlas\swcenterimages\ItemImages\2007\2007.123\, 
32,Server Path,1200,\\atlas\swcenterimages\ItemDocs\2019_DoNotMove\, 
32,Server Path,1226,\\atlas\swcenterimages\ItemImages\2019\2019.037\CollMgmt_JPGs\, 
32,Server Path,1227,\\atlas\swcenterimages\ItemImages\2019\2019.037_CONT\CollMgmt_JPGs\, 
32,Server Path,1228,\\atlas\swcenterimages\ItemImages\2019\Summer2019\CollMgmt_JPGs\, 
32,Server Path,1230,\\atlas\swcenterimages\ItemImages\2019\2019.006\CollMgmt_JPGs\, 
32,Server Path,1231,\\atlas\swcenterimages\ItemImages\2019\2019.025\, 
32,Server Path,1232,\\atlas\swcenterimages\ItemImages\2019\2019.012\CollMgmt_JPGs\, 
32,Server Path,1233,\\atlas\swcenterimages\ItemImages\2019\2019.011\CollMgmt_JPGs\, 
32,Server Path,1234,\\atlas\swcenterimages\ItemImages\2019\2019.004\CollMgmt_JPGs\, 
32,Server Path,1235,\\atlas\swcenterimages\ItemImages\2019\2019.003\CollMgmt_JPGs\, 
32,Server Path,1236,\\atlas\swcenterimages\ItemImages\2018\2018.046\CollMgmt_JPGs\, 
32,Server Path,1237,\\atlas\swcenterimages\ItemImages\2018\2018.045\CollMgmt_JPGs\, 
32,Server Path,1238,\\atlas\swcenterimages\ItemImages\2018\2018.044\CollMgmt_JPGs\, 
32,Server Path,1239,\\atlas\swcenterimages\ItemImages\2018\2018.037\CollMgmt_JPGs\, 
32,Server Path,1240,\\atlas\swcenterimages\ItemImages\2018\2018.027\CollMgmt_JPGs\, 
32,Server Path,1241,\\atlas\swcenterimages\ItemImages\2018\2018.026\CollMgmt_JPGs\, 
32,Server Path,1242,\\atlas\swcenterimages\ItemImages\2018\2018.021\CollMgmt_JPGs\, 
32,Server Path,1243,\\atlas\swcenterimages\ItemImages\2018\2018.022\CollMgmt_JPGs\, 
32,Server Path,1244,\\atlas\swcenterimages\ItemImages\2019\2019.030\ColMgmt_JPGs\, 
32,Server Path,1245,\\atlas\swcenterimages\ItemImages\2019\2019.045_processed\CollMgmt_JPGs\, 
32,Server Path,1286,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.064\, 
32,Server Path,1287,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.066\, 
32,Server Path,1288,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.077\, 
32,Server Path,1289,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.089\, 
32,Server Path,1290,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2007\2007.107\, 
32,Server Path,1292,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2008-\2008.012\, 
32,Server Path,1293,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2008-\2008.072\, 
32,Server Path,1294,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2009\2009.001\, 
32,Server Path,1295,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2009\2009.006\, 
32,Server Path,1247,\\atlas\swcenterimages\ItemImages\2019\2019.048_processed\CollMgmt_JPGs\, 
32,Server Path,1297,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2009\2009.008\, 
32,Server Path,1298,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2012\2012.060\, 
32,Server Path,1299,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2010-\2010.076\, 
32,Server Path,1300,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2010-\2010.085\, 
32,Server Path,1301,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2013\2013.014_Hensler\, 
32,Server Path,1302,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2013\2013.047_Hensler\, 
32,Server Path,1303,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.012\, 
32,Server Path,1309,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2014\2014.067\, 
32,Server Path,1318,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\1958-1969\1968.04\, 
32,Server Path,1251,\\atlas\swcenterimages\ItemImages\2007\2007.040\CollMgmt_JPGs\, 
32,Server Path,1371,\\nebula.srv.fortlewis.edu\swcenterimages\ItemImages\2015-\2015.057_Purchase\, 
32,Server Path,1380,\\nebula.srv.fortlewis.edu\SWCenterImages\ItemImages\2012\2012.066_Zigler\, 
32,Server Path,1252,\\atlas\swcenterimages\ItemImages\2006\2006.134\CollMgmt_JPGs\, 
32,Server Path,1253,\\atlas\swcenterimages\ItemImages\2006\2006.002\CollMgmt_JPGs\, 
32,Server Path,1254,\\atlas\swcenterimages\ItemImages\2006\2006.033\CollMgmt_JPGs\, 
32,Server Path,1255,\\atlas\swcenterimages\ItemImages\Inv\INV19\CollMgmt_JPGs\, 
32,Server Path,1257,\\atlas\swcenterimages\ItemImages\1990-1999\1998.01013\, 
32,Server Path,1246,\\atlas\swcenterimages\ItemImages\2019\2019.047_processed\CollMgmt_JPGs\, 
32,Server Path,1248,\\atlas\swcenterimages\ItemImages\2015-\2015.079_Purgatory\CollMgmt_JPGs\, 
32,Server Path,1256,\\atlas\swcenterimages\ItemImages\2001\2001.03008\CollMgmt_JPGs\, 
32,Server Path,1258,\\atlas\swcenterimages\ItemImages\1958-1969\1964.01110\, 
32,Server Path,1259,\\atlas\swcenterimages\ItemImages\2014\2014.045_Bowra\, 
32,Server Path,1260,\\atlas\swcenterimages\ItemImages\2014\2014.048_Hensler\, 
32,Server Path,1261,\\atlas\swcenterimages\ItemImages\2014\2014.057_Haskin\, 
32,Server Path,1264,\\atlas\swcenterimages\ItemImages\2019\2019.066\, 
32,Server Path,1249,\\atlas\swcenterimages\ItemImages\2008-\2008.084\CollMgmt_JPGs\, 
32,Server Path,1262,\\atlas\swcenterimages\ItemImages\2014\2014.063_Hensler\, 
32,Server Path,1265,\\atlas\swcenterimages\ItemImages\2019\2019.068\CollMgmt_JPGs\, 
32,Server Path,1266,\\atlas\swcenterimages\ItemImages\2019\2019.069\CollMgmt_JPGs\, 
32,Server Path,1269,\\atlas\swcenterimages\ItemImages\2019\L2019.0004_processed\Mgmt_JPGs\, 
32,Server Path,1268,\\atlas\swcenterimages\ItemImages\2020\2020.002_Caroline_Tuppers_Ceramic Collection_Group_7\CollMgmt_JPGs\, 
32,Server Path,1272,\\atlas\swcenterimages\ItemImages\Deacessioned_2019\deaccession_processed\Mgmt_JPGs\, 
32,Server Path,1273,\\atlas\swcenterimages\ItemImages\2020\2020.006\Mgmt_JPGs\, 
33,Creator Type,727,Company,***
33,Creator Type,389,"Compiler, person",com
33,Creator Type,388,"Photographer, corporate (added entry)",pht
33,Creator Type,387,"Photographer, corporate",pht
33,Creator Type,386,"Photographer, person (added entry)",pht
33,Creator Type,385,"Photographer, person",pht
33,Creator Type,337,"Artist, person",art
33,Creator Type,332,Conference,***
33,Creator Type,330,"Compiler, person (added entry)",com
33,Creator Type,581,Municipality,***
33,Creator Type,580,Organization,***
33,Creator Type,549,"Publisher, personal (added entry)",pbl
33,Creator Type,461,"Producer, person (added entry)",pro
33,Creator Type,460,"Producer, corporate (added entry)",pro
33,Creator Type,459,"Producer, corporate",pro
33,Creator Type,458,"Editor, person",edt
33,Creator Type,435,"Artist, corporate",art
33,Creator Type,434,"Artist, corporate (added entry)",art
33,Creator Type,433,"Artist, person (added entry)",art
33,Creator Type,431,Cartographer (person) (added entry),ctg
33,Creator Type,430,Cartographer (person),ctg
33,Creator Type,429,Cartographer (corporate) (added entry),ctg
33,Creator Type,428,Cartographer (corporate),ctg
33,Creator Type,427,"Publisher, corporate",pbl
33,Creator Type,396,"Author, person (added entry)",aut
33,Creator Type,395,"Author, corporate (added entry)",aut
33,Creator Type,394,"Author, corporate",aut
33,Creator Type,393,"Author, person",aut
33,Creator Type,392,"Editor, person (added entry)",edt
33,Creator Type,391,"Publisher, corporate (added entry)",pbl
33,Creator Type,390,"Compiler, corporate",com
35,Exhibit Type,642,Unassigned, 
35,Exhibit Type,557,Workshop, 
35,Exhibit Type,406,Project, 
35,Exhibit Type,405,Exhibit, 
35,Exhibit Type,364,Auction, 
35,Exhibit Type,710,Country School Legacy, 
36,Postcard Era,414,Linen, 
36,Postcard Era,415,Photochrome, 
36,Postcard Era,413,Early Divided Back, 
36,Postcard Era,412,Divided Back, 
36,Postcard Era,416,Private Mailing Card, 
36,Postcard Era,417,Real Photo, 
36,Postcard Era,418,Undivided Back, 
36,Postcard Era,419,White Border, 
36,Postcard Era,432,Pioneer, 
38,Disposal Type,585,Deaccessioned, 
38,Disposal Type,633,Destroyed, 
38,Disposal Type,630,Not Located, 
38,Disposal Type,594,Scheduled, 
38,Disposal Type,589,Returned, 
39,Condition Picks,693,Broken, 
39,Condition Picks,691,Folded, 
39,Condition Picks,690,Chipped, 
39,Condition Picks,689,Damaged, 
39,Condition Picks,688,Nicked, 
39,Condition Picks,687,Scratched, 
39,Condition Picks,686,Tarnished, 
39,Condition Picks,603,Plaster Fills, 
39,Condition Picks,602,Reconstructed, 
39,Condition Picks,600,Intact, 
39,Condition Picks,702,Fading, 
39,Condition Picks,701,Discoloration, 
39,Condition Picks,700,Paint Loss, 
39,Condition Picks,699,Ravelled, 
39,Condition Picks,698,Broken wefts, 
39,Condition Picks,697,Broken warps, 
39,Condition Picks,696,Torn, 
39,Condition Picks,695,Fragment, 
39,Condition Picks,694,Missing sections, 
39,Condition Picks,692,Slitting, 
40,Contact Source,614,V_Donor, 
40,Contact Source,278,CswsContacts, 
40,Contact Source,279,Nighthorse Opening DC, 
40,Contact Source,615,Gallery Book, 
41,Treatment,678,Frozen, 
41,Treatment,679,Condition Report, 
41,Treatment,676,Vacuumed, 
41,Treatment,1132,Washed, 
41,Treatment,1133,Repaired, 
41,Treatment,677,Bagged, 
41,Treatment,680,Inspected, 
41,Treatment,681,Framed, 
41,Treatment,682,Exhibit Mount, 
42,ArchSite,1124,ALP12, 
42,ArchSite,1126,, 
43,CityState,1125,"Durango, CO", 
44,Box,1129,2DArtBox001, 
44,Box,1130,2DArtBox002, 
44,Box,1131,2DArtBox003, 
44,Box,1128,2DArtBox004, 
